n,x,v
2139,0.0925967,-0.126653
2140,0.0924701,-0.12756
2141,0.0923425,-0.128466
2142,0.092214,-0.129371
2143,0.0920847,-0.130274
2144,0.0919544,-0.131176
2145,0.0918232,-0.132077
2146,0.0916911,-0.132976
2147,0.0915582,-0.133875
2148,0.0914243,-0.134771
2149,0.0912895,-0.135667
2150,0.0911538,-0.136561
2151,0.0910173,-0.137454
2152,0.0908798,-0.138346
2153,0.0907415,-0.139236
2154,0.0906022,-0.140125
2155,0.0904621,-0.141013
2156,0.0903211,-0.141899
2157,0.0901792,-0.142784
2158,0.0900364,-0.143667
2159,0.0898928,-0.144549
2160,0.0897482,-0.14543
2161,0.0896028,-0.146309
2162,0.0894565,-0.147187
2163,0.0893093,-0.148064
2164,0.0891612,-0.148939
2165,0.0890123,-0.149812
2166,0.0888625,-0.150684
2167,0.0887118,-0.151555
2168,0.0885602,-0.152424
2169,0.0884078,-0.153291
2170,0.0882545,-0.154158
2171,0.0881004,-0.155022
2172,0.0879453,-0.155885
2173,0.0877894,-0.156747
2174,0.0876327,-0.157607
2175,0.0874751,-0.158466
2176,0.0873166,-0.159323
2177,0.0871573,-0.160178
2178,0.0869971,-0.161032
2179,0.0868361,-0.161885
2180,0.0866742,-0.162735
2181,0.0865115,-0.163585
2182,0.0863479,-0.164432
2183,0.0861835,-0.165278
2184,0.0860182,-0.166123
2185,0.0858521,-0.166965
2186,0.0856851,-0.167807
2187,0.0855173,-0.168646
2188,0.0853486,-0.169484
2189,0.0851792,-0.17032
2190,0.0850088,-0.171155
2191,0.0848377,-0.171988
2192,0.0846657,-0.172819
2193,0.0844929,-0.173649
2194,0.0843192,-0.174477
2195,0.0841447,-0.175303
2196,0.0839694,-0.176127
2197,0.0837933,-0.17695
2198,0.0836164,-0.177771
2199,0.0834386,-0.17859
2200,0.08326,-0.179408
2201,0.0830806,-0.180224
2202,0.0829004,-0.181038
2203,0.0827193,-0.18185
2204,0.0825375,-0.182661
2205,0.0823548,-0.18347
2206,0.0821714,-0.184277
2207,0.0819871,-0.185082
2208,0.081802,-0.185885
2209,0.0816161,-0.186687
2210,0.0814294,-0.187486
2211,0.0812419,-0.188284
2212,0.0810537,-0.189081
2213,0.0808646,-0.189875
2214,0.0806747,-0.190667
2215,0.080484,-0.191458
2216,0.0802926,-0.192246
2217,0.0801003,-0.193033
2218,0.0799073,-0.193818
2219,0.0797135,-0.194601
2220,0.0795189,-0.195382
2221,0.0793235,-0.196162
2222,0.0791273,-0.196939
2223,0.0789304,-0.197714
2224,0.0787327,-0.198488
2225,0.0785342,-0.19926
2226,0.0783349,-0.200029
2227,0.0781349,-0.200797
2228,0.0779341,-0.201563
2229,0.0777325,-0.202326
2230,0.0775302,-0.203088
2231,0.0773271,-0.203848
2232,0.0771233,-0.204606
2233,0.0769187,-0.205362
2234,0.0767133,-0.206115
2235,0.0765072,-0.206867
2236,0.0763003,-0.207617
2237,0.0760927,-0.208365
2238,0.0758843,-0.209111
2239,0.0756752,-0.209854
2240,0.0754654,-0.210596
2241,0.0752548,-0.211336
2242,0.0750435,-0.212073
2243,0.0748314,-0.212809
2244,0.0746186,-0.213542
2245,0.074405,-0.214273
2246,0.0741908,-0.215003
2247,0.0739758,-0.21573
2248,0.07376,-0.216455
2249,0.0735436,-0.217178
2250,0.0733264,-0.217899
2251,0.0731085,-0.218617
2252,0.0728899,-0.219334
2253,0.0726705,-0.220048
2254,0.0724505,-0.22076
2255,0.0722297,-0.221471
2256,0.0720083,-0.222179
2257,0.0717861,-0.222884
2258,0.0715632,-0.223588
2259,0.0713396,-0.224289
2260,0.0711153,-0.224989
2261,0.0708903,-0.225686
2262,0.0706646,-0.226381
2263,0.0704383,-0.227073
2264,0.0702112,-0.227764
2265,0.0699834,-0.228452
2266,0.069755,-0.229138
2267,0.0695258,-0.229822
2268,0.069296,-0.230503
2269,0.0690655,-0.231182
2270,0.0688343,-0.231859
2271,0.0686025,-0.232534
2272,0.0683699,-0.233206
2273,0.0681367,-0.233877
2274,0.0679029,-0.234545
2275,0.0676683,-0.23521
2276,0.0674331,-0.235873
2277,0.0671972,-0.236534
2278,0.0669607,-0.237193
2279,0.0667235,-0.23785
2280,0.0664857,-0.238504
2281,0.0662471,-0.239155
2282,0.066008,-0.239805
2283,0.0657682,-0.240452
2284,0.0655277,-0.241097
2285,0.0652866,-0.241739
2286,0.0650449,-0.242379
2287,0.0648025,-0.243017
2288,0.0645595,-0.243652
2289,0.0643159,-0.244285
2290,0.0640716,-0.244915
2291,0.0638267,-0.245543
2292,0.0635811,-0.246169
2293,0.0633349,-0.246792
2294,0.0630881,-0.247413
2295,0.0628407,-0.248032
2296,0.0625927,-0.248648
2297,0.0623441,-0.249261
2298,0.0620948,-0.249873
2299,0.0618449,-0.250481
2300,0.0615944,-0.251088
2301,0.0613434,-0.251692
2302,0.0610917,-0.252293
2303,0.0608394,-0.252892
2304,0.0605865,-0.253488
2305,0.060333,-0.254082
2306,0.0600789,-0.254674
2307,0.0598242,-0.255263
2308,0.059569,-0.255849
2309,0.0593131,-0.256433
2310,0.0590567,-0.257015
2311,0.0587997,-0.257594
2312,0.0585421,-0.258171
2313,0.0582839,-0.258744
2314,0.0580252,-0.259316
2315,0.0577658,-0.259885
2316,0.057506,-0.260451
2317,0.0572455,-0.261015
2318,0.0569845,-0.261576
2319,0.0567229,-0.262135
2320,0.0564608,-0.262691
2321,0.0561981,-0.263245
2322,0.0559348,-0.263796
2323,0.055671,-0.264344
2324,0.0554067,-0.26489
2325,0.0551418,-0.265433
2326,0.0548764,-0.265974
2327,0.0546104,-0.266512
2328,0.0543439,-0.267048
2329,0.0540768,-0.26758
2330,0.0538093,-0.268111
2331,0.0535412,-0.268638
2332,0.0532725,-0.269163
2333,0.0530034,-0.269686
2334,0.0527337,-0.270205
2335,0.0524635,-0.270722
2336,0.0521927,-0.271237
2337,0.0519215,-0.271749
2338,0.0516498,-0.272258
2339,0.0513775,-0.272764
2340,0.0511047,-0.273268
2341,0.0508315,-0.273769
2342,0.0505577,-0.274267
2343,0.0502834,-0.274763
2344,0.0500087,-0.275256
2345,0.0497334,-0.275747
2346,0.0494577,-0.276234
2347,0.0491814,-0.276719
2348,0.0489047,-0.277202
2349,0.0486275,-0.277681
2350,0.0483498,-0.278158
2351,0.0480717,-0.278632
2352,0.047793,-0.279104
2353,0.0475139,-0.279572
2354,0.0472344,-0.280038
2355,0.0469543,-0.280501
2356,0.0466738,-0.280962
2357,0.0463929,-0.28142
2358,0.0461114,-0.281875
2359,0.0458296,-0.282327
2360,0.0455472,-0.282776
2361,0.0452645,-0.283223
2362,0.0449812,-0.283667
2363,0.0446976,-0.284108
2364,0.0444135,-0.284546
2365,0.0441289,-0.284982
2366,0.0438439,-0.285414
2367,0.0435585,-0.285844
2368,0.0432727,-0.286272
2369,0.0429864,-0.286696
2370,0.0426997,-0.287118
2371,0.0424126,-0.287536
2372,0.0421251,-0.287952
2373,0.0418371,-0.288365
2374,0.0415487,-0.288776
2375,0.04126,-0.289183
2376,0.0409708,-0.289588
2377,0.0406812,-0.28999
2378,0.0403912,-0.290389
2379,0.0401008,-0.290785
2380,0.03981,-0.291178
2381,0.0395189,-0.291568
2382,0.0392273,-0.291956
2383,0.0389353,-0.292341
2384,0.038643,-0.292723
2385,0.0383503,-0.293102
2386,0.0380572,-0.293478
2387,0.0377637,-0.293851
2388,0.0374698,-0.294221
2389,0.0371756,-0.294589
2390,0.036881,-0.294953
2391,0.0365861,-0.295315
2392,0.0362908,-0.295674
2393,0.0359951,-0.29603
2394,0.0356991,-0.296383
2395,0.0354027,-0.296733
2396,0.0351059,-0.29708
2397,0.0348089,-0.297425
2398,0.0345114,-0.297766
2399,0.0342137,-0.298105
2400,0.0339156,-0.29844
2401,0.0336171,-0.298773
2402,0.0333183,-0.299102
2403,0.0330192,-0.299429
2404,0.0327198,-0.299753
2405,0.0324201,-0.300074
2406,0.03212,-0.300392
2407,0.0318196,-0.300707
2408,0.0315189,-0.301019
2409,0.0312179,-0.301328
2410,0.0309165,-0.301635
2411,0.0306149,-0.301938
2412,0.030313,-0.302238
2413,0.0300107,-0.302535
2414,0.0297082,-0.30283
2415,0.0294054,-0.303121
2416,0.0291022,-0.30341
2417,0.0287988,-0.303695
2418,0.0284951,-0.303977
2419,0.0281912,-0.304257
2420,0.0278869,-0.304533
2421,0.0275824,-0.304807
2422,0.0272776,-0.305078
2423,0.0269725,-0.305345
2424,0.0266671,-0.30561
2425,0.0263615,-0.305871
2426,0.0260557,-0.30613
2427,0.0257495,-0.306385
2428,0.0254431,-0.306638
2429,0.0251365,-0.306888
2430,0.0248296,-0.307134
2431,0.0245225,-0.307378
2432,0.0242151,-0.307618
2433,0.0239075,-0.307856
2434,0.0235996,-0.30809
2435,0.0232915,-0.308322
2436,0.0229832,-0.30855
2437,0.0226747,-0.308776
2438,0.0223659,-0.308998
2439,0.0220569,-0.309217
2440,0.0217477,-0.309434
2441,0.0214382,-0.309647
2442,0.0211286,-0.309857
2443,0.0208187,-0.310065
2444,0.0205087,-0.310269
2445,0.0201984,-0.31047
2446,0.0198879,-0.310668
2447,0.0195773,-0.310863
2448,0.0192664,-0.311055
2449,0.0189554,-0.311244
2450,0.0186441,-0.31143
2451,0.0183327,-0.311613
2452,0.0180211,-0.311793
2453,0.0177093,-0.31197
2454,0.0173973,-0.312144
2455,0.0170852,-0.312314
2456,0.0167728,-0.312482
2457,0.0164604,-0.312646
2458,0.0161477,-0.312808
2459,0.0158349,-0.312966
2460,0.0155219,-0.313122
2461,0.0152088,-0.313274
2462,0.0148955,-0.313423
2463,0.0145821,-0.313569
2464,0.0142686,-0.313712
2465,0.0139548,-0.313852
2466,0.013641,-0.313989
2467,0.013327,-0.314123
2468,0.0130129,-0.314254
2469,0.0126986,-0.314381
2470,0.0123842,-0.314506
2471,0.0120697,-0.314627
2472,0.0117551,-0.314746
2473,0.0114404,-0.314861
2474,0.0111255,-0.314973
2475,0.0108105,-0.315082
2476,0.0104955,-0.315188
2477,0.0101803,-0.315291
2478,0.00986497,-0.315391
2479,0.00954958,-0.315488
2480,0.00923409,-0.315582
2481,0.00891851,-0.315672
2482,0.00860284,-0.31576
2483,0.00828708,-0.315844
2484,0.00797123,-0.315925
2485,0.00765531,-0.316004
2486,0.0073393,-0.316079
2487,0.00702323,-0.316151
2488,0.00670708,-0.31622
2489,0.00639086,-0.316285
2490,0.00607457,-0.316348
2491,0.00575822,-0.316408
2492,0.00544181,-0.316464
2493,0.00512535,-0.316518
2494,0.00480883,-0.316568
2495,0.00449226,-0.316615
2496,0.00417565,-0.316659
2497,0.00385899,-0.3167
2498,0.00354229,-0.316738
2499,0.00322555,-0.316773
2500,0.00290878,-0.316804
2501,0.00259198,-0.316833
2502,0.00227514,-0.316858
2503,0.00195828,-0.316881
2504,0.0016414,-0.3169
2505,0.0013245,-0.316916
2506,0.00100759,-0.316929
2507,0.000690659,-0.316939
2508,0.000373721,-0.316946
2509,5.6775e-05,-0.316949
2510,-0.000260174,-0.31695
2511,-0.000577124,-0.316947
2512,-0.000894071,-0.316942
2513,-0.00121101,-0.316933
2514,-0.00152795,-0.316921
2515,-0.00184487,-0.316906
2516,-0.00216177,-0.316888
2517,-0.00247866,-0.316867
2518,-0.00279553,-0.316842
2519,-0.00311237,-0.316815
2520,-0.00342918,-0.316784
2521,-0.00374597,-0.316751
2522,-0.00406272,-0.316714
2523,-0.00437943,-0.316674
2524,-0.00469611,-0.316631
2525,-0.00501274,-0.316585
2526,-0.00532932,-0.316536
2527,-0.00564586,-0.316484
2528,-0.00596234,-0.316428
2529,-0.00627877,-0.31637
2530,-0.00659514,-0.316308
2531,-0.00691145,-0.316243
2532,-0.00722769,-0.316176
2533,-0.00754387,-0.316105
2534,-0.00785997,-0.316031
2535,-0.008176,-0.315954
2536,-0.00849196,-0.315873
2537,-0.00880783,-0.31579
2538,-0.00912362,-0.315704
2539,-0.00943932,-0.315614
2540,-0.00975494,-0.315522
2541,-0.0100705,-0.315426
2542,-0.0103859,-0.315327
2543,-0.0107012,-0.315225
2544,-0.0110164,-0.31512
2545,-0.0113316,-0.315012
2546,-0.0116466,-0.314901
2547,-0.0119615,-0.314787
2548,-0.0122763,-0.314669
2549,-0.0125909,-0.314549
2550,-0.0129055,-0.314426
2551,-0.0132199,-0.314299
2552,-0.0135342,-0.314169
2553,-0.0138484,-0.314036
2554,-0.0141624,-0.313901
2555,-0.0144763,-0.313762
2556,-0.0147901,-0.31362
2557,-0.0151037,-0.313475
2558,-0.0154172,-0.313326
2559,-0.0157305,-0.313175
2560,-0.0160437,-0.313021
2561,-0.0163567,-0.312864
2562,-0.0166696,-0.312703
2563,-0.0169823,-0.31254
2564,-0.0172948,-0.312373
2565,-0.0176072,-0.312203
2566,-0.0179194,-0.312031
2567,-0.0182314,-0.311855
2568,-0.0185433,-0.311676
2569,-0.0188549,-0.311494
2570,-0.0191664,-0.311309
2571,-0.0194777,-0.311121
2572,-0.0197889,-0.31093
2573,-0.0200998,-0.310736
2574,-0.0204105,-0.310539
2575,-0.0207211,-0.310339
2576,-0.0210314,-0.310135
2577,-0.0213415,-0.309929
2578,-0.0216515,-0.30972
2579,-0.0219612,-0.309507
2580,-0.0222707,-0.309292
2581,-0.02258,-0.309073
2582,-0.0228891,-0.308852
2583,-0.0231979,-0.308627
2584,-0.0235065,-0.3084
2585,-0.0238149,-0.308169
2586,-0.0241231,-0.307936
2587,-0.024431,-0.307699
2588,-0.0247387,-0.307459
2589,-0.0250462,-0.307217
2590,-0.0253534,-0.306971
2591,-0.0256604,-0.306722
2592,-0.0259671,-0.306471
2593,-0.0262736,-0.306216
2594,-0.0265798,-0.305958
2595,-0.0268858,-0.305697
2596,-0.0271914,-0.305434
2597,-0.0274969,-0.305167
2598,-0.027802,-0.304897
2599,-0.0281069,-0.304625
2600,-0.0284116,-0.304349
2601,-0.0287159,-0.30407
2602,-0.02902,-0.303789
2603,-0.0293238,-0.303504
2604,-0.0296273,-0.303216
2605,-0.0299305,-0.302926
2606,-0.0302334,-0.302632
2607,-0.0305361,-0.302336
2608,-0.0308384,-0.302036
2609,-0.0311404,-0.301734
2610,-0.0314422,-0.301428
2611,-0.0317436,-0.30112
2612,-0.0320447,-0.300808
2613,-0.0323455,-0.300494
2614,-0.032646,-0.300177
2615,-0.0329462,-0.299857
2616,-0.033246,-0.299534
2617,-0.0335456,-0.299207
2618,-0.0338448,-0.298878
2619,-0.0341437,-0.298546
2620,-0.0344422,-0.298212
2621,-0.0347404,-0.297874
2622,-0.0350383,-0.297533
2623,-0.0353358,-0.297189
2624,-0.035633,-0.296843
2625,-0.0359299,-0.296493
2626,-0.0362264,-0.296141
2627,-0.0365225,-0.295786
2628,-0.0368183,-0.295427
2629,-0.0371137,-0.295066
2630,-0.0374088,-0.294702
2631,-0.0377035,-0.294335
2632,-0.0379978,-0.293966
2633,-0.0382918,-0.293593
2634,-0.0385854,-0.293217
2635,-0.0388786,-0.292839
2636,-0.0391714,-0.292458
2637,-0.0394639,-0.292074
2638,-0.039756,-0.291686
2639,-0.0400476,-0.291297
2640,-0.0403389,-0.290904
2641,-0.0406298,-0.290508
2642,-0.0409204,-0.29011
2643,-0.0412105,-0.289708
2644,-0.0415002,-0.289304
2645,-0.0417895,-0.288897
2646,-0.0420784,-0.288487
2647,-0.0423669,-0.288075
2648,-0.0426549,-0.287659
2649,-0.0429426,-0.287241
2650,-0.0432298,-0.28682
2651,-0.0435167,-0.286396
2652,-0.0438031,-0.285969
2653,-0.044089,-0.28554
2654,-0.0443746,-0.285107
2655,-0.0446597,-0.284672
2656,-0.0449443,-0.284234
2657,-0.0452286,-0.283793
2658,-0.0455124,-0.28335
2659,-0.0457957,-0.282903
2660,-0.0460786,-0.282454
2661,-0.0463611,-0.282002
2662,-0.0466431,-0.281548
2663,-0.0469246,-0.28109
2664,-0.0472057,-0.28063
2665,-0.0474863,-0.280167
2666,-0.0477665,-0.279702
2667,-0.0480462,-0.279233
2668,-0.0483254,-0.278762
2669,-0.0486042,-0.278288
2670,-0.0488825,-0.277812
2671,-0.0491603,-0.277332
2672,-0.0494376,-0.27685
2673,-0.0497145,-0.276365
2674,-0.0499909,-0.275878
2675,-0.0502667,-0.275388
2676,-0.0505421,-0.274895
2677,-0.050817,-0.274399
2678,-0.0510914,-0.273901
2679,-0.0513653,-0.2734
2680,-0.0516387,-0.272896
2681,-0.0519116,-0.27239
2682,-0.052184,-0.271881
2683,-0.0524559,-0.271369
2684,-0.0527273,-0.270855
2685,-0.0529981,-0.270338
2686,-0.0532684,-0.269818
2687,-0.0535383,-0.269296
2688,-0.0538076,-0.268771
2689,-0.0540763,-0.268243
2690,-0.0543446,-0.267713
2691,-0.0546123,-0.26718
2692,-0.0548795,-0.266645
2693,-0.0551461,-0.266107
2694,-0.0554122,-0.265566
2695,-0.0556778,-0.265022
2696,-0.0559428,-0.264477
2697,-0.0562073,-0.263928
2698,-0.0564712,-0.263377
2699,-0.0567346,-0.262823
2700,-0.0569974,-0.262267
2701,-0.0572597,-0.261708
2702,-0.0575214,-0.261147
2703,-0.0577825,-0.260583
2704,-0.0580431,-0.260016
2705,-0.0583031,-0.259447
2706,-0.0585626,-0.258876
2707,-0.0588215,-0.258301
2708,-0.0590798,-0.257725
2709,-0.0593375,-0.257145
2710,-0.0595946,-0.256564
2711,-0.0598512,-0.255979
2712,-0.0601072,-0.255393
2713,-0.0603626,-0.254803
2714,-0.0606174,-0.254212
2715,-0.0608716,-0.253617
2716,-0.0611252,-0.25302
2717,-0.0613782,-0.252421
2718,-0.0616306,-0.251819
2719,-0.0618825,-0.251215
2720,-0.0621337,-0.250609
2721,-0.0623843,-0.249999
2722,-0.0626343,-0.249388
2723,-0.0628837,-0.248774
2724,-0.0631324,-0.248157
2725,-0.0633806,-0.247538
2726,-0.0636281,-0.246917
2727,-0.0638751,-0.246293
2728,-0.0641213,-0.245667
2729,-0.064367,-0.245038
2730,-0.0646121,-0.244407
2731,-0.0648565,-0.243774
2732,-0.0651002,-0.243138
2733,-0.0653434,-0.2425
2734,-0.0655859,-0.24186
2735,-0.0658277,-0.241217
2736,-0.0660689,-0.240571
2737,-0.0663095,-0.239924
2738,-0.0665494,-0.239274
2739,-0.0667887,-0.238621
2740,-0.0670273,-0.237966
2741,-0.0672653,-0.237309
2742,-0.0675026,-0.23665
2743,-0.0677393,-0.235988
2744,-0.0679753,-0.235324
2745,-0.0682106,-0.234658
2746,-0.0684452,-0.233989
2747,-0.0686792,-0.233318
2748,-0.0689125,-0.232645
2749,-0.0691452,-0.23197
2750,-0.0693772,-0.231292
2751,-0.0696084,-0.230612
2752,-0.0698391,-0.22993
2753,-0.070069,-0.229245
2754,-0.0702982,-0.228558
2755,-0.0705268,-0.227869
2756,-0.0707547,-0.227178
2757,-0.0709818,-0.226484
2758,-0.0712083,-0.225789
2759,-0.0714341,-0.225091
2760,-0.0716592,-0.224391
2761,-0.0718836,-0.223688
2762,-0.0721073,-0.222984
2763,-0.0723303,-0.222277
2764,-0.0725525,-0.221568
2765,-0.0727741,-0.220857
2766,-0.072995,-0.220143
2767,-0.0732151,-0.219428
2768,-0.0734345,-0.21871
2769,-0.0736533,-0.217991
2770,-0.0738712,-0.217269
2771,-0.0740885,-0.216545
2772,-0.0743051,-0.215819
2773,-0.0745209,-0.21509
2774,-0.074736,-0.21436
2775,-0.0749503,-0.213628
2776,-0.075164,-0.212893
2777,-0.0753768,-0.212156
2778,-0.075589,-0.211418
2779,-0.0758004,-0.210677
2780,-0.0760111,-0.209934
2781,-0.076221,-0.209189
2782,-0.0764302,-0.208442
2783,-0.0766387,-0.207693
2784,-0.0768464,-0.206942
2785,-0.0770533,-0.206189
2786,-0.0772595,-0.205433
2787,-0.0774649,-0.204676
2788,-0.0776696,-0.203917
2789,-0.0778735,-0.203156
2790,-0.0780767,-0.202393
2791,-0.0782791,-0.201628
2792,-0.0784807,-0.20086
2793,-0.0786815,-0.200091
2794,-0.0788816,-0.19932
2795,-0.079081,-0.198547
2796,-0.0792795,-0.197772
2797,-0.0794773,-0.196995
2798,-0.0796743,-0.196217
2799,-0.0798705,-0.195436
2800,-0.0800659,-0.194653
2801,-0.0802606,-0.193868
2802,-0.0804544,-0.193082
2803,-0.0806475,-0.192294
2804,-0.0808398,-0.191503
2805,-0.0810313,-0.190711
2806,-0.081222,-0.189917
2807,-0.081412,-0.189121
2808,-0.0816011,-0.188323
2809,-0.0817894,-0.187524
2810,-0.0819769,-0.186722
2811,-0.0821636,-0.185919
2812,-0.0823496,-0.185114
2813,-0.0825347,-0.184307
2814,-0.082719,-0.183498
2815,-0.0829025,-0.182688
2816,-0.0830852,-0.181875
2817,-0.083267,-0.181061
2818,-0.0834481,-0.180245
2819,-0.0836284,-0.179428
2820,-0.0838078,-0.178608
2821,-0.0839864,-0.177787
2822,-0.0841642,-0.176964
2823,-0.0843411,-0.176139
2824,-0.0845173,-0.175313
2825,-0.0846926,-0.174485
2826,-0.0848671,-0.173655
2827,-0.0850407,-0.172823
2828,-0.0852136,-0.17199
2829,-0.0853855,-0.171155
2830,-0.0855567,-0.170319
2831,-0.085727,-0.16948
2832,-0.0858965,-0.16864
2833,-0.0860651,-0.167799
2834,-0.0862329,-0.166956
2835,-0.0863999,-0.166111
2836,-0.086566,-0.165264
2837,-0.0867313,-0.164416
2838,-0.0868957,-0.163566
2839,-0.0870592,-0.162715
2840,-0.087222,-0.161862
2841,-0.0873838,-0.161007
2842,-0.0875448,-0.160151
2843,-0.087705,-0.159293
2844,-0.0878643,-0.158434
2845,-0.0880227,-0.157573
2846,-0.0881803,-0.156711
2847,-0.088337,-0.155847
2848,-0.0884928,-0.154981
2849,-0.0886478,-0.154115
2850,-0.0888019,-0.153246
2851,-0.0889552,-0.152376
2852,-0.0891076,-0.151505
2853,-0.0892591,-0.150632
2854,-0.0894097,-0.149757
2855,-0.0895595,-0.148881
2856,-0.0897083,-0.148004
2857,-0.0898563,-0.147125
2858,-0.0900035,-0.146245
2859,-0.0901497,-0.145363
2860,-0.0902951,-0.14448
2861,-0.0904396,-0.143595
2862,-0.0905831,-0.142709
2863,-0.0907259,-0.141822
2864,-0.0908677,-0.140933
2865,-0.0910086,-0.140043
2866,-0.0911487,-0.139151
2867,-0.0912878,-0.138258
2868,-0.0914261,-0.137364
2869,-0.0915634,-0.136468
2870,-0.0916999,-0.135571
2871,-0.0918355,-0.134673
2872,-0.0919701,-0.133773
2873,-0.0921039,-0.132872
2874,-0.0922368,-0.13197
2875,-0.0923688,-0.131067
2876,-0.0924998,-0.130162
2877,-0.09263,-0.129256
2878,-0.0927592,-0.128348
2879,-0.0928876,-0.127439
2880,-0.093015,-0.12653
2881,-0.0931416,-0.125618
2882,-0.0932672,-0.124706
2883,-0.0933919,-0.123792
2884,-0.0935157,-0.122878
2885,-0.0936385,-0.121961
2886,-0.0937605,-0.121044
2887,-0.0938816,-0.120126
2888,-0.0940017,-0.119206
2889,-0.0941209,-0.118285
2890,-0.0942392,-0.117363
2891,-0.0943565,-0.11644
2892,-0.094473,-0.115516
2893,-0.0945885,-0.114591
2894,-0.0947031,-0.113664
2895,-0.0948167,-0.112736
2896,-0.0949295,-0.111808
2897,-0.0950413,-0.110878
2898,-0.0951522,-0.109947
2899,-0.0952621,-0.109015
2900,-0.0953711,-0.108082
2901,-0.0954792,-0.107148
2902,-0.0955864,-0.106212
2903,-0.0956926,-0.105276
2904,-0.0957978,-0.104339
2905,-0.0959022,-0.1034
2906,-0.0960056,-0.102461
2907,-0.096108,-0.101521
2908,-0.0962096,-0.100579
2909,-0.0963101,-0.0996369
2910,-0.0964098,-0.0986936
2911,-0.0965085,-0.0977493
2912,-0.0966062,-0.096804
2913,-0.096703,-0.0958577
2914,-0.0967989,-0.0949106
2915,-0.0968938,-0.0939625
2916,-0.0969878,-0.0930134
2917,-0.0970808,-0.0920634
2918,-0.0971728,-0.0911126
2919,-0.097264,-0.0901608
2920,-0.0973541,-0.0892082
2921,-0.0974433,-0.0882546
2922,-0.0975316,-0.0873002
2923,-0.0976189,-0.0863449
2924,-0.0977052,-0.0853888
2925,-0.0977906,-0.0844319
2926,-0.097875,-0.0834741
2927,-0.0979585,-0.0825154
2928,-0.098041,-0.081556
2929,-0.0981226,-0.0805958
2930,-0.0982032,-0.0796347
2931,-0.0982828,-0.0786729
2932,-0.0983615,-0.0777103
2933,-0.0984392,-0.0767469
2934,-0.0985159,-0.0757828
2935,-0.0985917,-0.0748179
2936,-0.0986665,-0.0738523
2937,-0.0987404,-0.072886
2938,-0.0988133,-0.0719189
2939,-0.0988852,-0.0709511
2940,-0.0989562,-0.0699826
2941,-0.0990261,-0.0690134
2942,-0.0990952,-0.0680436
2943,-0.0991632,-0.067073
2944,-0.0992303,-0.0661018
2945,-0.0992964,-0.06513
2946,-0.0993615,-0.0641575
2947,-0.0994257,-0.0631844
2948,-0.0994888,-0.0622106
2949,-0.0995511,-0.0612362
2950,-0.0996123,-0.0602612
2951,-0.0996725,-0.0592857
2952,-0.0997318,-0.0583095
2953,-0.0997901,-0.0573327
2954,-0.0998475,-0.0563554
2955,-0.0999038,-0.0553776
2956,-0.0999592,-0.0543991
2957,-0.100014,-0.0534202
2958,-0.100067,-0.0524407
2959,-0.100119,-0.0514606
2960,-0.100171,-0.0504801
2961,-0.100221,-0.0494991
2962,-0.100271,-0.0485175
2963,-0.100319,-0.0475355
2964,-0.100367,-0.0465531
2965,-0.100414,-0.0455701
2966,-0.100459,-0.0445867
2967,-0.100504,-0.0436029
2968,-0.100547,-0.0426186
2969,-0.10059,-0.0416339
2970,-0.100632,-0.0406487
2971,-0.100672,-0.0396632
2972,-0.100712,-0.0386773
2973,-0.100751,-0.037691
2974,-0.100788,-0.0367043
2975,-0.100825,-0.0357172
2976,-0.100861,-0.0347298
2977,-0.100895,-0.033742
2978,-0.100929,-0.0327539
2979,-0.100962,-0.0317655
2980,-0.100994,-0.0307767
2981,-0.101024,-0.0297877
2982,-0.101054,-0.0287983
2983,-0.101083,-0.0278087
2984,-0.101111,-0.0268187
2985,-0.101138,-0.0258285
2986,-0.101163,-0.024838
2987,-0.101188,-0.0238473
2988,-0.101212,-0.0228564
2989,-0.101235,-0.0218652
2990,-0.101257,-0.0208737
2991,-0.101278,-0.0198821
2992,-0.101298,-0.0188903
2993,-0.101316,-0.0178982
2994,-0.101334,-0.016906
2995,-0.101351,-0.0159136
2996,-0.101367,-0.0149211
2997,-0.101382,-0.0139284
2998,-0.101396,-0.0129355
2999,-0.101409,-0.0119425
3000,-0.101421,-0.0109494
3001,-0.101432,-0.00995618
3002,-0.101442,-0.00896283
3003,-0.101451,-0.0079694
3004,-0.101459,-0.00697587
3005,-0.101466,-0.00598227
3006,-0.101472,-0.00498859
3007,-0.101477,-0.00399486
3008,-0.101481,-0.00300108
3009,-0.101484,-0.00200727
3010,-0.101486,-0.00101342
3011,-0.101487,-1.95521e-05
3012,-0.101487,0.000974325
3013,-0.101486,0.0019682
3014,-0.101484,0.00296207
3015,-0.101481,0.00395592
3016,-0.101477,0.00494974
3017,-0.101472,0.00594352
3018,-0.101466,0.00693725
3019,-0.101459,0.00793092
3020,-0.101451,0.00892453
3021,-0.101442,0.00991806
3022,-0.101432,0.0109115
3023,-0.101421,0.0119048
3024,-0.101409,0.0128981
3025,-0.101397,0.0138912
3026,-0.101383,0.0148842
3027,-0.101368,0.0158771
3028,-0.101352,0.0168698
3029,-0.101335,0.0178623
3030,-0.101317,0.0188547
3031,-0.101298,0.019847
3032,-0.101278,0.020839
3033,-0.101258,0.0218308
3034,-0.101236,0.0228225
3035,-0.101213,0.0238139
3036,-0.101189,0.0248051
3037,-0.101164,0.0257961
3038,-0.101139,0.0267868
